"ine","Ficha","Municipio","Provincia","Comarca","Total","ODS","name","value"
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods10","ods10.dep",51.6
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods11","ods11.indAcc",12.4
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods11","ods11.InMot1000",635.507170522349
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods11","ods11.supVerd_hab",31.99441128
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods11","ods11.pct_inun",0.07
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods12","ods12.select.kg_hab",227.52
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods12","ods12.fr_selectiva",62.01
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods13","ods13.Gasto_17perHab",22.65
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods13","ods13.Participa",0
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods15","ods15.tasaBosque",0.1
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods15","ods15.snuPerc",91.6
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods16","ods16.tasaCrimConv",NA
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods16","ods16.percVotants",51.33
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods16","ods16.deut.hab",353.7
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods17","ods17.coopIngr",0.02
"25072","25072-cervera","Cervera","Lleida","Segarra",9553,"ods17","ods17.coopHab",0.1
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods01","ods01.rdfb.hab",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods01","ods01.PobrSev",8.1
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods01","ods01.Gasto_23perHab",14.9
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods2","ods2.propEco",16.5
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods2","ods2.propSau",34
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods3","ods3.MortGen",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods3","ods3.EV",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods4","ods4.tasaSup",11.8
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods4","ods4.Gasto_32perHab",31.35
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods5","ods5.percAtFem",52.5597269624573
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods5","ods5.indexParitat",57
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods5","ods5.percDif",-15.2
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods6","ods6.consHab",108.7
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods6","ods6.total_m3",2.065
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods6","ods6.vuln",0
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods7","ods7.gas.hab.dia",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods7","ods7.propFG",29.1
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods7","ods7.tasa.Ins",3.44
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods8","ods8.tasaParo",7.8
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods8","ods8.tasPib",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods9","ods9.percInd",10
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods9","ods9.taxEmpInd",0
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods10","ods10.pobr",22.4
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods10","ods10.gini",26.3
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods10","ods10.dep",70.2
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods11","ods11.indAcc",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods11","ods11.InMot1000",764.0625
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods11","ods11.supVerd_hab",9.24339703
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods11","ods11.pct_inun",0
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods12","ods12.select.kg_hab",240.41
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods12","ods12.fr_selectiva",65.62
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods13","ods13.Gasto_17perHab",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods13","ods13.Participa",1
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods15","ods15.tasaBosque",28.5
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods15","ods15.snuPerc",99.3
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods16","ods16.tasaCrimConv",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods16","ods16.percVotants",49.17
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods16","ods16.deut.hab",148
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods17","ods17.coopIngr",NA
"25073","25073-cervia-de-les-garrigues","Cervià de les Garrigues","Lleida","Garrigues",640,"ods17","ods17.coopHab",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods01","ods01.rdfb.hab",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods01","ods01.PobrSev",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods01","ods01.Gasto_23perHab",12.29
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods2","ods2.propEco",2.9
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods2","ods2.propSau",66.4
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods3","ods3.MortGen",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods3","ods3.EV",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods4","ods4.tasaSup",26.1
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods4","ods4.Gasto_32perHab",19.96
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods5","ods5.percAtFem",67.6470588235294
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods5","ods5.indexParitat",100
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods5","ods5.percDif",-19.4
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods6","ods6.consHab",95.3
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods6","ods6.total_m3",1.711
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods6","ods6.vuln",1
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods7","ods7.gas.hab.dia",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods7","ods7.propFG",37
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods7","ods7.tasa.Ins",3.61
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods8","ods8.tasaParo",5.9
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods8","ods8.tasPib",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods9","ods9.percInd",0
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods9","ods9.taxEmpInd",0
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods10","ods10.pobr",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods10","ods10.gini",27.5
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods10","ods10.dep",67.2
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods11","ods11.indAcc",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods11","ods11.InMot1000",974.226804123711
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods11","ods11.supVerd_hab",9.389356182
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods11","ods11.pct_inun",0
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods12","ods12.select.kg_hab",191.84
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods12","ods12.fr_selectiva",45.92
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods13","ods13.Gasto_17perHab",84.44
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods13","ods13.Participa",1
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods15","ods15.tasaBosque",11.2
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods15","ods15.snuPerc",99.6
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods16","ods16.tasaCrimConv",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods16","ods16.percVotants",85
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods16","ods16.deut.hab",693
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods17","ods17.coopIngr",NA
"25074","25074-ciutadilla","Ciutadilla","Lleida","Urgell",194,"ods17","ods17.coopHab",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods01","ods01.rdfb.hab",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods01","ods01.PobrSev",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods01","ods01.Gasto_23perHab",12.14
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods2","ods2.propEco",10.1
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods2","ods2.propSau",25.8
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods3","ods3.MortGen",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods3","ods3.EV",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods4","ods4.tasaSup",38
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods4","ods4.Gasto_32perHab",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods5","ods5.percAtFem",59.2592592592593
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods5","ods5.indexParitat",100
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods5","ods5.percDif",-24.2
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods6","ods6.consHab",45.5
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods6","ods6.total_m3",2.062
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods6","ods6.vuln",1
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods7","ods7.gas.hab.dia",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods7","ods7.propFG",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods7","ods7.tasa.Ins",8.75
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods8","ods8.tasaParo",5.2
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods8","ods8.tasPib",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods9","ods9.percInd",20
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods9","ods9.taxEmpInd",0
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods10","ods10.pobr",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods10","ods10.gini",29
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods10","ods10.dep",55.3
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods11","ods11.indAcc",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods11","ods11.InMot1000",1050
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods11","ods11.supVerd_hab",13.10665183
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods11","ods11.pct_inun",0
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods12","ods12.select.kg_hab",213.96
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods12","ods12.fr_selectiva",34.8
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods13","ods13.Gasto_17perHab",707.06
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods13","ods13.Participa",0
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods15","ods15.tasaBosque",53.3
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods15","ods15.snuPerc",99.9
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods16","ods16.tasaCrimConv",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods16","ods16.percVotants",91.41
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods16","ods16.deut.hab",0
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods17","ods17.coopIngr",NA
"25075","25075-clariana-de-cardener","Clariana de Cardener","Lleida","Solsonès",160,"ods17","ods17.coopHab",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods01","ods01.rdfb.hab",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods01","ods01.PobrSev",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods01","ods01.Gasto_23perHab",36.18
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods2","ods2.propEco",18.5
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods2","ods2.propSau",57.7
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods3","ods3.MortGen",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods3","ods3.EV",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods4","ods4.tasaSup",19.4
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods4","ods4.Gasto_32perHab",6.36
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods5","ods5.percAtFem",65.3061224489796
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods5","ods5.indexParitat",100
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods5","ods5.percDif",-19.4
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods6","ods6.consHab",105.4
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods6","ods6.total_m3",1.865
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods6","ods6.vuln",0
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods7","ods7.gas.hab.dia",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods7","ods7.propFG",35.7
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods7","ods7.tasa.Ins",3.7
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods8","ods8.tasaParo",5.4
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods8","ods8.tasPib",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods9","ods9.percInd",75
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods9","ods9.taxEmpInd",0
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods10","ods10.pobr",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods10","ods10.gini",27.4
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods10","ods10.dep",78
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods11","ods11.indAcc",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods11","ods11.InMot1000",1080.24691358025
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods11","ods11.supVerd_hab",50.8327383
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods11","ods11.pct_inun",0
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods12","ods12.select.kg_hab",248.43
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods12","ods12.fr_selectiva",72.62
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods13","ods13.Gasto_17perHab",6.55
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods13","ods13.Participa",0
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods15","ods15.tasaBosque",0
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods15","ods15.snuPerc",99.6
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods16","ods16.tasaCrimConv",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods16","ods16.percVotants",74.05
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods16","ods16.deut.hab",0
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods17","ods17.coopIngr",NA
"25076","25076-cogul-el","Cogul, El","Lleida","Garrigues",162,"ods17","ods17.coopHab",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods01","ods01.rdfb.hab",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods01","ods01.PobrSev",8.4
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods01","ods01.Gasto_23perHab",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods2","ods2.propEco",1.2
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods2","ods2.propSau",14.6
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods3","ods3.MortGen",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods3","ods3.EV",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods4","ods4.tasaSup",22.8
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods4","ods4.Gasto_32perHab",110.28
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods5","ods5.percAtFem",53.3653846153846
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods5","ods5.indexParitat",86
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods5","ods5.percDif",-11.3
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods6","ods6.consHab",99.6
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods6","ods6.total_m3",0.85
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods6","ods6.vuln",0
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods7","ods7.gas.hab.dia",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods7","ods7.propFG",37.8
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods7","ods7.tasa.Ins",4.8
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods8","ods8.tasaParo",5.8
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods8","ods8.tasPib",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods9","ods9.percInd",31.2
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods9","ods9.taxEmpInd",0
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods10","ods10.pobr",18.9
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods10","ods10.gini",30.6
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods10","ods10.dep",62.4
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods11","ods11.indAcc",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods11","ods11.InMot1000",819.897084048027
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods11","ods11.supVerd_hab",20.93342902
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods11","ods11.pct_inun",0
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods12","ods12.select.kg_hab",82.43
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods12","ods12.fr_selectiva",34.98
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods13","ods13.Gasto_17perHab",41.68
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods13","ods13.Participa",0
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods15","ods15.tasaBosque",33.9
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods15","ods15.snuPerc",99.8
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods16","ods16.tasaCrimConv",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods16","ods16.percVotants",69.65
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods16","ods16.deut.hab",0
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods17","ods17.coopIngr",NA
"25077","25077-coll-de-nargo","Coll de Nargó","Lleida","Alt Urgell",583,"ods17","ods17.coopHab",NA
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods01","ods01.rdfb.hab",15410
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods01","ods01.PobrSev",6
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods01","ods01.Gasto_23perHab",32.73
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods2","ods2.propEco",0.6
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods2","ods2.propSau",69
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods3","ods3.MortGen",NA
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods3","ods3.EV",NA
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods4","ods4.tasaSup",17.3
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods4","ods4.Gasto_32perHab",101.15
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods5","ods5.percAtFem",58.2456140350877
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods5","ods5.indexParitat",89
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods5","ods5.percDif",-21.7
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods6","ods6.consHab",104.3
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods6","ods6.total_m3",1.74
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods6","ods6.vuln",1
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods7","ods7.gas.hab.dia",2.1
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods7","ods7.propFG",23.9
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods7","ods7.tasa.Ins",4.59
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods8","ods8.tasaParo",3
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods8","ods8.tasPib",NA
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods9","ods9.percInd",25
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods9","ods9.taxEmpInd",7.1
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods10","ods10.pobr",16.6
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods10","ods10.gini",27.3
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods10","ods10.dep",54.8
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods11","ods11.indAcc",NA
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods11","ods11.InMot1000",714.767363452461
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods11","ods11.supVerd_hab",5.78235672
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods11","ods11.pct_inun",0
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods12","ods12.select.kg_hab",199.02
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods12","ods12.fr_selectiva",75.82
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods13","ods13.Gasto_17perHab",11.37
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods13","ods13.Participa",1
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods15","ods15.tasaBosque",2.1
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods15","ods15.snuPerc",95.6
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods16","ods16.tasaCrimConv",NA
"25078","25078-corbins","Corbins","Lleida","Segrià",1483,"ods16","ods16.percVotants",50.93
