"ine","Ficha","Municipio","Provincia","Comarca","Total","ODS","name","value"
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods6","ods6.consHab",142.5
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods6","ods6.total_m3",3.052
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods6","ods6.vuln",0
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods7","ods7.gas.hab.dia",7.61
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods7","ods7.propFG",26
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods7","ods7.tasa.Ins",7.78
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods8","ods8.tasaParo",2.9
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods8","ods8.tasPib",8.11145510835913
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods9","ods9.percInd",0.5
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods9","ods9.taxEmpInd",2
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods10","ods10.pobr",5.4
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods10","ods10.gini",33.4
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods10","ods10.dep",56.5
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods11","ods11.indAcc",17.5
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods11","ods11.InMot1000",754.13160296056
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods11","ods11.supVerd_hab",224.5036991
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods11","ods11.pct_inun",0
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods12","ods12.select.kg_hab",494
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods12","ods12.fr_selectiva",90.46
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods13","ods13.Gasto_17perHab",60.36
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods13","ods13.Participa",1
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods15","ods15.tasaBosque",26.2
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods15","ods15.snuPerc",66.3
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods16","ods16.tasaCrimConv",NA
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods16","ods16.percVotants",57.14
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods16","ods16.deut.hab",18.5
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods17","ods17.coopIngr",0.46
"08120","08120-matadepera","Matadepera","Barcelona","Vallès Occidental",9863,"ods17","ods17.coopHab",5.3
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods01","ods01.rdfb.hab",17469
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods01","ods01.PobrSev",9
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods01","ods01.Gasto_23perHab",128.02
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods2","ods2.propEco",20.8
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods2","ods2.propSau",4.4
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods3","ods3.MortGen",8.1
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods3","ods3.EV",84.051201782542
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods4","ods4.tasaSup",16.9
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods4","ods4.Gasto_32perHab",140.69
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods5","ods5.percAtFem",56.2519694061703
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods5","ods5.indexParitat",96
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods5","ods5.percDif",-21.6
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods6","ods6.consHab",90.2
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods6","ods6.total_m3",2.626
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods6","ods6.vuln",1
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods7","ods7.gas.hab.dia",2.18
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods7","ods7.propFG",32.4
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods7","ods7.tasa.Ins",0.6
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods8","ods8.tasaParo",8.1
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods8","ods8.tasPib",7.95621701133512
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods9","ods9.percInd",9.2
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods9","ods9.taxEmpInd",8.7
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods10","ods10.pobr",20.4
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods10","ods10.gini",30.6
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods10","ods10.dep",52.7
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods11","ods11.indAcc",22.3
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods11","ods11.InMot1000",545.7990480338
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods11","ods11.supVerd_hab",7.341422133
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods11","ods11.pct_inun",0.01
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods12","ods12.select.kg_hab",167.83
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods12","ods12.fr_selectiva",38.13
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods13","ods13.Gasto_17perHab",33.63
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods13","ods13.Participa",1
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods15","ods15.tasaBosque",14.1
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods15","ods15.snuPerc",51.5
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods16","ods16.tasaCrimConv",58.69
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods16","ods16.percVotants",51.6
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods16","ods16.deut.hab",535
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods17","ods17.coopIngr",0.36
"08121","08121-mataro","Mataró","Barcelona","Maresme",130887,"ods17","ods17.coopHab",2.3
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods01","ods01.rdfb.hab",16956
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods01","ods01.PobrSev",9.6
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods01","ods01.Gasto_23perHab",98.53
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods2","ods2.propEco",36.4
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods2","ods2.propSau",26.2
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods3","ods3.MortGen",NA
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods3","ods3.EV",NA
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods4","ods4.tasaSup",18.8
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods4","ods4.Gasto_32perHab",51.04
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods5","ods5.percAtFem",60.5398457583548
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods5","ods5.indexParitat",91
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods5","ods5.percDif",-24.3
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods6","ods6.consHab",125.1
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods6","ods6.total_m3",2.099
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods6","ods6.vuln",1
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods7","ods7.gas.hab.dia",2.9
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods7","ods7.propFG",50.7
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods7","ods7.tasa.Ins",3.42
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods8","ods8.tasaParo",9.2
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods8","ods8.tasPib",NA
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods9","ods9.percInd",6.8
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods9","ods9.taxEmpInd",5.8
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods10","ods10.pobr",20.4
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods10","ods10.gini",29.8
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods10","ods10.dep",55
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods11","ods11.indAcc",15.4
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods11","ods11.InMot1000",773.936170212766
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods11","ods11.supVerd_hab",96.01060915
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods11","ods11.pct_inun",0.6
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods12","ods12.select.kg_hab",337.6
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods12","ods12.fr_selectiva",40.74
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods13","ods13.Gasto_17perHab",NA
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods13","ods13.Participa",1
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods15","ods15.tasaBosque",65
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods15","ods15.snuPerc",94.5
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods16","ods16.tasaCrimConv",NA
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods16","ods16.percVotants",61.25
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods16","ods16.deut.hab",144.9
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods17","ods17.coopIngr",0.01
"08122","08122-mediona","Mediona","Barcelona","Alt Penedès",2632,"ods17","ods17.coopHab",0.1
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods01","ods01.rdfb.hab",21698
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods01","ods01.PobrSev",4.1
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods01","ods01.Gasto_23perHab",153.23
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods2","ods2.propEco",23.7
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods2","ods2.propSau",1.7
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods3","ods3.MortGen",6.3
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods3","ods3.EV",86.6567814854946
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods4","ods4.tasaSup",24.4
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods4","ods4.Gasto_32perHab",109.6
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods5","ods5.percAtFem",58.4107912038087
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods5","ods5.indexParitat",100
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods5","ods5.percDif",-27.6
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods6","ods6.consHab",97
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods6","ods6.total_m3",1.874
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods6","ods6.vuln",0
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods7","ods7.gas.hab.dia",2.96
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods7","ods7.propFG",29
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods7","ods7.tasa.Ins",1.04
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods8","ods8.tasaParo",5
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods8","ods8.tasPib",9.97845638272407
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods9","ods9.percInd",22.3
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods9","ods9.taxEmpInd",7
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods10","ods10.pobr",9.1
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods10","ods10.gini",27.6
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods10","ods10.dep",52.4
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods11","ods11.indAcc",20
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods11","ods11.InMot1000",570.107686594876
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods11","ods11.supVerd_hab",12.75256247
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods11","ods11.pct_inun",8.33
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods12","ods12.select.kg_hab",164.75
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods12","ods12.fr_selectiva",39.95
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods13","ods13.Gasto_17perHab",55.83
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods13","ods13.Participa",1
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods15","ods15.tasaBosque",35.6
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods15","ods15.snuPerc",75.9
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods16","ods16.tasaCrimConv",29.86
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods16","ods16.percVotants",57.32
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods16","ods16.deut.hab",723.9
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods17","ods17.coopIngr",0.92
"08123","08123-molins-de-rei","Molins de Rei","Barcelona","Baix Llobregat",26930,"ods17","ods17.coopHab",7.4
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods01","ods01.rdfb.hab",18103
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods01","ods01.PobrSev",6.3
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods01","ods01.Gasto_23perHab",142.92
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods2","ods2.propEco",36.6
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods2","ods2.propSau",32.3
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods3","ods3.MortGen",8.3
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods3","ods3.EV",83.2139353521358
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods4","ods4.tasaSup",13.7
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods4","ods4.Gasto_32perHab",155.25
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods5","ods5.percAtFem",58.0708434290989
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods5","ods5.indexParitat",100
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods5","ods5.percDif",-28.4
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods6","ods6.consHab",93.6
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods6","ods6.total_m3",1.741
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods6","ods6.vuln",0
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods7","ods7.gas.hab.dia",3.19
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods7","ods7.propFG",30.9
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods7","ods7.tasa.Ins",0.61
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods8","ods8.tasaParo",7.5
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods8","ods8.tasPib",7.2666099466316
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods9","ods9.percInd",14.3
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods9","ods9.taxEmpInd",6
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods10","ods10.pobr",14.4
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods10","ods10.gini",26.7
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods10","ods10.dep",49.6
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods11","ods11.indAcc",21.2
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods11","ods11.InMot1000",543.913920645595
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods11","ods11.supVerd_hab",16.1224221
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods11","ods11.pct_inun",15.46
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods12","ods12.select.kg_hab",157.13
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods12","ods12.fr_selectiva",40.72
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods13","ods13.Gasto_17perHab",41.79
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods13","ods13.Participa",1
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods15","ods15.tasaBosque",2.8
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods15","ods15.snuPerc",45.1
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods16","ods16.tasaCrimConv",39.12
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods16","ods16.percVotants",50.21
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods16","ods16.deut.hab",488.8
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods17","ods17.coopIngr",0.26
"08124","08124-mollet-del-valles","Mollet del Vallès","Barcelona","Vallès Oriental",52045,"ods17","ods17.coopHab",1.7
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods01","ods01.rdfb.hab",17556
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods01","ods01.PobrSev",8.1
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods01","ods01.Gasto_23perHab",132.37
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods2","ods2.propEco",NA
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods2","ods2.propSau",20.7
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods3","ods3.MortGen",6.5
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods3","ods3.EV",84.6157841772846
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods4","ods4.tasaSup",15
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods4","ods4.Gasto_32perHab",70.87
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods5","ods5.percAtFem",60.1229139602278
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods5","ods5.indexParitat",95
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods5","ods5.percDif",-28.6
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods6","ods6.consHab",95.3
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods6","ods6.total_m3",2.494
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods6","ods6.vuln",0
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods7","ods7.gas.hab.dia",3.32
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods7","ods7.propFG",35.4
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods7","ods7.tasa.Ins",0.8
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods8","ods8.tasaParo",8.1
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods8","ods8.tasPib",10.8200099925056
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods9","ods9.percInd",24.3
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods9","ods9.taxEmpInd",10.8
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods10","ods10.pobr",17.7
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods10","ods10.gini",28.6
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods10","ods10.dep",49.8
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods11","ods11.indAcc",21.3
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods11","ods11.InMot1000",604.270002156567
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods11","ods11.supVerd_hab",17.49334773
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods11","ods11.pct_inun",23.27
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods12","ods12.select.kg_hab",190.6
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods12","ods12.fr_selectiva",42.23
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods13","ods13.Gasto_17perHab",44.39
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods13","ods13.Participa",1
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods15","ods15.tasaBosque",6.9
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods15","ods15.snuPerc",46.6
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods16","ods16.tasaCrimConv",57.61
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods16","ods16.percVotants",51.9
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods16","ods16.deut.hab",409.3
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods17","ods17.coopIngr",0.08
"08125","08125-montcada-i-reixac","Montcada i Reixac","Barcelona","Vallès Occidental",37096,"ods17","ods17.coopHab",0.6
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods01","ods01.rdfb.hab",21077
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods01","ods01.PobrSev",4.3
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods01","ods01.Gasto_23perHab",64.27
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods2","ods2.propEco",NA
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods2","ods2.propSau",NA
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods3","ods3.MortGen",5.8
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods3","ods3.EV",85.2246266060846
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods4","ods4.tasaSup",26.2
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods4","ods4.Gasto_32perHab",40.29
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods5","ods5.percAtFem",59.7415914684167
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods5","ods5.indexParitat",82
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods5","ods5.percDif",-28
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods6","ods6.consHab",100.4
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods6","ods6.total_m3",2.677
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods6","ods6.vuln",1
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods7","ods7.gas.hab.dia",2.92
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods7","ods7.propFG",24.7
"08126","08126-montgat","Montgat","Barcelona","Maresme",12646,"ods7","ods7.tasa.Ins",1.02
