"ine","Municipio","Població","Provincia","Comarca","any","n_habitatges","rendaHabM","cat_pobl","renda_famNeta","pes_llog"
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2014,17,253,"< 1.000",NA,NA
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2015,15,288,"< 1.000",26037,13.27
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2016,12,294,"< 1.000",26699,13.21
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2017,18,322,"< 1.000",26758,14.44
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2018,20,309,"< 1.000",27159,13.65
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2019,23,322,"< 1.000",27151,14.23
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2020,13,338,"< 1.000",29262,13.86
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2021,41,347,"< 1.000",29965,13.9
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2022,35,415,"< 1.000",31200,15.96
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2023,32,437,"< 1.000",NA,NA
"08099","Guardiola de Berguedà",951,"Barcelona","Berguedà",2024,50,443,"< 1.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2009,8,681,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2010,9,495,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2011,7,543,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2012,14,533,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2013,9,482,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2014,15,541,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2015,13,560,"1.000-5.000",50037,13.43
"08100","Gurb",2711,"Barcelona","Osona",2016,10,574,"1.000-5.000",54367,12.67
"08100","Gurb",2711,"Barcelona","Osona",2017,12,614,"1.000-5.000",57370,12.84
"08100","Gurb",2711,"Barcelona","Osona",2018,9,534,"1.000-5.000",58958,10.87
"08100","Gurb",2711,"Barcelona","Osona",2019,16,549,"1.000-5.000",64230,10.26
"08100","Gurb",2711,"Barcelona","Osona",2020,17,694,"1.000-5.000",63653,13.08
"08100","Gurb",2711,"Barcelona","Osona",2022,8,772,"1.000-5.000",69647,13.3
"08100","Gurb",2711,"Barcelona","Osona",2023,41,730,"1.000-5.000",NA,NA
"08100","Gurb",2711,"Barcelona","Osona",2024,31,808,"1.000-5.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2007,2638,641,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2008,3131,697,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2009,3926,656,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2010,4485,606,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2011,4689,589,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2012,4894,566,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2013,5916,516,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2014,6268,504,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2015,5077,522,"> 100.000",27680,22.63
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2016,5242,555,"> 100.000",28438,23.42
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2017,5762,608,"> 100.000",28985,25.17
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2018,6355,653,"> 100.000",30411,25.77
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2019,20130,695,"> 100.000",31645,26.35
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2020,15034,706,"> 100.000",31358,27.02
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2021,20056,686,"> 100.000",32722,25.16
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2022,17766,724,"> 100.000",34449,25.22
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2023,15466,788,"> 100.000",NA,NA
"08101","Hospitalet de Llobregat, L'",282299,"Barcelona","Barcelonès",2024,14065,841,"> 100.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2007,311,406,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2008,393,460,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2009,413,441,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2010,644,392,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2011,725,400,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2012,723,376,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2013,772,353,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2014,890,327,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2015,801,344,"10.000-50.000",30715,13.44
"08102","Igualada",41755,"Barcelona","Anoia",2016,864,368,"10.000-50.000",31823,13.88
"08102","Igualada",41755,"Barcelona","Anoia",2017,797,417,"10.000-50.000",32369,15.46
"08102","Igualada",41755,"Barcelona","Anoia",2018,786,448,"10.000-50.000",33796,15.91
"08102","Igualada",41755,"Barcelona","Anoia",2019,2644,479,"10.000-50.000",35309,16.28
"08102","Igualada",41755,"Barcelona","Anoia",2020,2411,490,"10.000-50.000",35232,16.69
"08102","Igualada",41755,"Barcelona","Anoia",2021,2841,465,"10.000-50.000",36602,15.25
"08102","Igualada",41755,"Barcelona","Anoia",2022,2663,522,"10.000-50.000",38404,16.31
"08102","Igualada",41755,"Barcelona","Anoia",2023,3065,536,"10.000-50.000",NA,NA
"08102","Igualada",41755,"Barcelona","Anoia",2024,2451,556,"10.000-50.000",NA,NA
"08103","Jorba",827,"Barcelona","Anoia",2012,6,391,"< 1.000",NA,NA
"08103","Jorba",827,"Barcelona","Anoia",2013,14,382,"< 1.000",NA,NA
"08103","Jorba",827,"Barcelona","Anoia",2014,10,333,"< 1.000",NA,NA
"08103","Jorba",827,"Barcelona","Anoia",2015,11,354,"< 1.000",32811,12.95
"08103","Jorba",827,"Barcelona","Anoia",2016,13,429,"< 1.000",33027,15.59
"08103","Jorba",827,"Barcelona","Anoia",2017,13,442,"< 1.000",35763,14.83
"08103","Jorba",827,"Barcelona","Anoia",2018,14,511,"< 1.000",36015,17.03
"08103","Jorba",827,"Barcelona","Anoia",2019,39,486,"< 1.000",38003,15.35
"08103","Jorba",827,"Barcelona","Anoia",2020,36,611,"< 1.000",37407,19.6
"08103","Jorba",827,"Barcelona","Anoia",2021,28,472,"< 1.000",38748,14.62
"08103","Jorba",827,"Barcelona","Anoia",2022,31,610,"< 1.000",41289,17.73
"08103","Jorba",827,"Barcelona","Anoia",2023,26,567,"< 1.000",NA,NA
"08103","Jorba",827,"Barcelona","Anoia",2024,24,666,"< 1.000",NA,NA
"08104","Llacuna, La",984,"Barcelona","Anoia",2010,7,558,"< 1.000",NA,NA
"08104","Llacuna, La",984,"Barcelona","Anoia",2016,6,522,"< 1.000",30957,20.23
"08104","Llacuna, La",984,"Barcelona","Anoia",2017,9,417,"< 1.000",29424,17.01
"08104","Llacuna, La",984,"Barcelona","Anoia",2018,11,354,"< 1.000",32204,13.19
"08104","Llacuna, La",984,"Barcelona","Anoia",2019,85,462,"< 1.000",33161,16.72
"08104","Llacuna, La",984,"Barcelona","Anoia",2020,50,524,"< 1.000",34379,18.29
"08104","Llacuna, La",984,"Barcelona","Anoia",2021,28,557,"< 1.000",35568,18.79
"08104","Llacuna, La",984,"Barcelona","Anoia",2022,48,480,"< 1.000",36459,15.8
"08104","Llacuna, La",984,"Barcelona","Anoia",2023,86,591,"< 1.000",NA,NA
"08104","Llacuna, La",984,"Barcelona","Anoia",2024,62,496,"< 1.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2007,43,592,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2008,46,654,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2009,69,602,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2010,93,570,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2011,134,529,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2012,175,529,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2013,192,493,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2014,175,463,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2015,141,470,"10.000-50.000",27828,20.27
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2016,163,493,"10.000-50.000",28710,20.61
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2017,164,518,"10.000-50.000",29410,21.14
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2018,174,563,"10.000-50.000",30547,22.12
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2019,536,606,"10.000-50.000",31920,22.78
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2020,473,580,"10.000-50.000",31718,21.94
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2021,696,633,"10.000-50.000",33181,22.89
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2022,508,662,"10.000-50.000",34788,22.84
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2023,491,679,"10.000-50.000",NA,NA
"08105","Llagosta, La",13070,"Barcelona","Vallès Oriental",2024,539,689,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2007,32,588,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2008,70,609,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2009,63,601,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2010,108,562,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2011,129,554,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2012,191,532,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2013,181,500,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2014,136,503,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2015,187,479,"10.000-50.000",33171,17.33
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2016,168,540,"10.000-50.000",34535,18.76
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2017,149,583,"10.000-50.000",35332,19.8
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2018,192,605,"10.000-50.000",37039,19.6
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2019,511,646,"10.000-50.000",38623,20.07
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2020,664,628,"10.000-50.000",39236,19.21
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2021,725,671,"10.000-50.000",40804,19.73
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2022,635,740,"10.000-50.000",43100,20.6
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2023,517,741,"10.000-50.000",NA,NA
"08106","Llinars del Vallès",10699,"Barcelona","Vallès Oriental",2024,584,767,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2007,15,663,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2008,19,625,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2009,35,754,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2010,27,735,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2011,41,725,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2012,70,657,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2013,78,633,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2014,103,579,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2015,93,669,"10.000-50.000",35970,22.32
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2016,96,685,"10.000-50.000",37686,21.81
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2017,86,774,"10.000-50.000",38388,24.2
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2018,94,790,"10.000-50.000",39930,23.74
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2019,295,798,"10.000-50.000",41801,22.91
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2020,312,887,"10.000-50.000",41727,25.51
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2021,260,852,"10.000-50.000",44091,23.19
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2022,289,891,"10.000-50.000",47194,22.66
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2023,218,973,"10.000-50.000",NA,NA
"08107","Lliçà d'Amunt",16225,"Barcelona","Vallès Oriental",2024,224,933,"10.000-50.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2007,7,586,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2008,15,590,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2009,11,708,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2010,24,785,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2011,43,707,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2012,41,777,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2013,49,653,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2014,41,664,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2015,34,628,"5.000-10.000",38461,19.59
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2016,42,703,"5.000-10.000",40721,20.72
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2017,36,791,"5.000-10.000",42199,22.49
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2018,38,796,"5.000-10.000",43274,22.07
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2019,130,863,"5.000-10.000",45511,22.75
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2020,117,830,"5.000-10.000",47543,20.95
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2021,83,859,"5.000-10.000",48720,21.16
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2022,137,915,"5.000-10.000",51141,21.47
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2023,143,926,"5.000-10.000",NA,NA
"08108","Lliçà de Vall",6858,"Barcelona","Vallès Oriental",2024,92,866,"5.000-10.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2007,66,563,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2008,140,577,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2009,175,567,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2010,248,542,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2011,274,514,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2012,246,493,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2013,318,475,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2014,297,454,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2015,316,470,"10.000-50.000",27443,20.55
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2016,320,471,"10.000-50.000",28235,20.02
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2017,336,495,"10.000-50.000",28985,20.49
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2018,364,551,"10.000-50.000",30005,22.04
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2019,1001,558,"10.000-50.000",31011,21.59
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2020,828,540,"10.000-50.000",30487,21.25
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2021,1020,569,"10.000-50.000",32132,21.25
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2022,895,581,"10.000-50.000",34024,20.49
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2023,896,616,"10.000-50.000",NA,NA
"08110","Malgrat de Mar",19270,"Barcelona","Maresme",2024,748,657,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2007,79,442,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2008,133,490,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2009,125,444,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2010,240,400,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2011,315,379,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2012,352,378,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2013,323,358,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2014,342,348,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2015,342,360,"10.000-50.000",30214,14.3
"08112","Manlleu",21291,"Barcelona","Osona",2016,323,361,"10.000-50.000",31590,13.71
"08112","Manlleu",21291,"Barcelona","Osona",2017,359,380,"10.000-50.000",31866,14.31
"08112","Manlleu",21291,"Barcelona","Osona",2018,358,413,"10.000-50.000",33122,14.96
"08112","Manlleu",21291,"Barcelona","Osona",2019,1134,447,"10.000-50.000",34103,15.73
"08112","Manlleu",21291,"Barcelona","Osona",2020,953,451,"10.000-50.000",35700,15.16
"08112","Manlleu",21291,"Barcelona","Osona",2021,1094,431,"10.000-50.000",35603,14.53
"08112","Manlleu",21291,"Barcelona","Osona",2022,951,487,"10.000-50.000",37086,15.76
"08112","Manlleu",21291,"Barcelona","Osona",2023,938,516,"10.000-50.000",NA,NA
"08112","Manlleu",21291,"Barcelona","Osona",2024,827,530,"10.000-50.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2007,1318,449,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2008,1391,483,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2009,1638,451,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2010,1738,420,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2011,1859,392,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2012,2015,376,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2013,2025,353,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2014,1999,343,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2015,1987,345,"50.000-100.000",29551,14.01
"08113","Manresa",79737,"Barcelona","Bages",2016,2027,364,"50.000-100.000",30555,14.3
"08113","Manresa",79737,"Barcelona","Bages",2017,2035,396,"50.000-100.000",31422,15.12
"08113","Manresa",79737,"Barcelona","Bages",2018,2025,432,"50.000-100.000",32576,15.91
"08113","Manresa",79737,"Barcelona","Bages",2019,6215,467,"50.000-100.000",33624,16.67
"08113","Manresa",79737,"Barcelona","Bages",2020,5207,482,"50.000-100.000",33705,17.16
"08113","Manresa",79737,"Barcelona","Bages",2021,5980,443,"50.000-100.000",34295,15.5
"08113","Manresa",79737,"Barcelona","Bages",2022,5964,502,"50.000-100.000",35516,16.96
"08113","Manresa",79737,"Barcelona","Bages",2023,5902,538,"50.000-100.000",NA,NA
"08113","Manresa",79737,"Barcelona","Bages",2024,5409,551,"50.000-100.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2007,66,571,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2008,108,615,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2009,164,564,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2010,239,540,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2011,294,528,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2012,348,487,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2013,444,448,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2014,375,455,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2015,361,472,"10.000-50.000",32151,17.62
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2016,351,501,"10.000-50.000",32889,18.28
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2017,398,555,"10.000-50.000",34056,19.56
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2018,421,575,"10.000-50.000",35520,19.43
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2019,1381,587,"10.000-50.000",36988,19.04
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2020,1012,627,"10.000-50.000",36806,20.44
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2021,1335,590,"10.000-50.000",37892,18.68
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2022,1189,651,"10.000-50.000",39573,19.74
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2023,1113,684,"10.000-50.000",NA,NA
"08114","Martorell",28483,"Barcelona","Baix Llobregat",2024,1964,681,"10.000-50.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2007,17,408,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2008,35,583,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2009,35,596,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2010,61,580,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2011,85,470,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2012,78,489,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2013,80,475,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2014,83,460,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2015,56,453,"1.000-5.000",43171,12.59
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2016,75,499,"1.000-5.000",34115,17.55
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2017,76,525,"1.000-5.000",35376,17.81
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2018,91,545,"1.000-5.000",36864,17.74
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2019,271,558,"1.000-5.000",37862,17.69
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2020,170,616,"1.000-5.000",38104,19.4
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2021,223,628,"1.000-5.000",39238,19.21
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2022,232,582,"1.000-5.000",41231,16.94
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2023,217,670,"1.000-5.000",NA,NA
"08115","Martorelles",4984,"Barcelona","Vallès Oriental",2024,134,666,"1.000-5.000",NA,NA
"08116","Masies de Roda, Les",749,"Barcelona","Osona",2023,6,771,"< 1.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2008,14,501,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2009,10,415,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2010,20,457,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2011,23,437,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2012,22,359,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2013,25,360,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2014,17,397,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2015,24,381,"1.000-5.000",33349,13.71
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2016,24,356,"1.000-5.000",34451,12.4
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2017,21,385,"1.000-5.000",35804,12.9
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2018,24,463,"1.000-5.000",36743,15.12
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2019,73,457,"1.000-5.000",38089,14.4
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2020,38,497,"1.000-5.000",40359,14.78
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2021,40,465,"1.000-5.000",40522,13.77
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2022,69,567,"1.000-5.000",43058,15.8
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2023,50,516,"1.000-5.000",NA,NA
"08117","Masies de Voltregà, Les",3292,"Barcelona","Osona",2024,46,627,"1.000-5.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2007,155,735,"10.000-50.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2008,151,832,"10.000-50.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2009,262,815,"10.000-50.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2010,330,733,"10.000-50.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2011,444,722,"10.000-50.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2012,510,692,"10.000-50.000",NA,NA
"08118","Masnou, El",24444,"Barcelona","Maresme",2013,521,666,"10.000-50.000",NA,NA
