"ine","Municipio","Població","Provincia","Comarca","any","n_habitatges","rendaHabM","cat_pobl","renda_famNeta","pes_llog"
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2007,34,596,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2008,23,638,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2009,72,626,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2010,129,641,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2011,226,526,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2012,255,492,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2013,205,522,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2014,176,537,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2015,165,558,"10.000-50.000",33990,19.7
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2016,175,604,"10.000-50.000",35621,20.35
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2017,157,614,"10.000-50.000",36568,20.15
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2018,165,687,"10.000-50.000",37966,21.71
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2019,458,658,"10.000-50.000",39439,20.02
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2020,433,696,"10.000-50.000",39531,21.13
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2021,486,661,"10.000-50.000",41104,19.3
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2022,777,690,"10.000-50.000",42573,19.45
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2023,708,661,"10.000-50.000",NA,NA
"08001","Abrera",12981,"Barcelona","Baix Llobregat",2024,515,755,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2007,52,724,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2008,57,1062,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2009,74,893,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2010,107,845,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2011,99,860,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2012,129,858,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2013,150,924,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2014,163,901,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2015,136,1030,"10.000-50.000",51931,23.8
"08003","Alella",10200,"Barcelona","Maresme",2016,128,1026,"10.000-50.000",54485,22.6
"08003","Alella",10200,"Barcelona","Maresme",2017,169,1122,"10.000-50.000",56250,23.94
"08003","Alella",10200,"Barcelona","Maresme",2018,167,1071,"10.000-50.000",60380,21.29
"08003","Alella",10200,"Barcelona","Maresme",2019,499,1235,"10.000-50.000",60909,24.33
"08003","Alella",10200,"Barcelona","Maresme",2020,465,1136,"10.000-50.000",59709,22.83
"08003","Alella",10200,"Barcelona","Maresme",2021,518,1195,"10.000-50.000",59374,24.15
"08003","Alella",10200,"Barcelona","Maresme",2022,552,1209,"10.000-50.000",65059,22.3
"08003","Alella",10200,"Barcelona","Maresme",2023,491,1264,"10.000-50.000",NA,NA
"08003","Alella",10200,"Barcelona","Maresme",2024,436,1217,"10.000-50.000",NA,NA
"08004","Alpens",270,"Barcelona","Lluçanès",2018,6,338,"< 1.000",35361,11.47
"08004","Alpens",270,"Barcelona","Lluçanès",2020,15,327,"< 1.000",35232,11.14
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2007,45,534,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2008,40,816,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2009,50,807,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2010,53,820,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2011,61,835,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2012,79,806,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2013,99,708,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2014,84,754,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2015,78,809,"5.000-10.000",47570,20.41
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2016,84,852,"5.000-10.000",48714,20.99
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2017,103,917,"5.000-10.000",48534,22.67
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2018,109,950,"5.000-10.000",53220,21.42
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2019,303,1030,"5.000-10.000",56246,21.97
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2020,216,967,"5.000-10.000",54737,21.2
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2021,264,888,"5.000-10.000",57259,18.61
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2022,203,1019,"5.000-10.000",61346,19.93
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2023,236,1054,"5.000-10.000",NA,NA
"08005","Ametlla del Vallès, L'",9448,"Barcelona","Vallès Oriental",2024,192,1179,"5.000-10.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2007,88,565,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2008,111,618,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2009,171,623,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2010,237,607,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2011,282,565,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2012,316,527,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2013,319,544,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2014,296,520,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2015,359,546,"10.000-50.000",30858,21.23
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2016,340,552,"10.000-50.000",31747,20.86
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2017,319,573,"10.000-50.000",32698,21.03
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2018,353,636,"10.000-50.000",34531,22.1
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2019,1262,653,"10.000-50.000",35656,21.98
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2020,1011,695,"10.000-50.000",35463,23.52
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2021,1250,710,"10.000-50.000",36833,23.13
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2022,1205,710,"10.000-50.000",39322,21.67
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2023,1092,737,"10.000-50.000",NA,NA
"08006","Arenys de Mar",16513,"Barcelona","Maresme",2024,950,773,"10.000-50.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2007,18,563,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2008,48,611,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2009,83,601,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2010,77,555,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2011,138,559,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2012,131,523,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2013,175,487,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2014,154,489,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2015,178,520,"5.000-10.000",31590,19.75
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2016,196,510,"5.000-10.000",32716,18.71
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2017,181,568,"5.000-10.000",33901,20.11
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2018,172,607,"5.000-10.000",35626,20.45
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2019,630,612,"5.000-10.000",37200,19.74
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2020,494,637,"5.000-10.000",37381,20.45
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2021,563,611,"5.000-10.000",38920,18.84
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2022,490,659,"5.000-10.000",40544,19.5
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2023,350,760,"5.000-10.000",NA,NA
"08007","Arenys de Munt",9444,"Barcelona","Maresme",2024,440,780,"5.000-10.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2007,88,641,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2008,115,710,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2009,148,687,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2010,184,615,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2011,166,603,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2012,242,610,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2013,222,595,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2014,180,589,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2015,193,584,"10.000-50.000",36103,19.41
"08009","Argentona",12850,"Barcelona","Maresme",2016,177,638,"10.000-50.000",37055,20.66
"08009","Argentona",12850,"Barcelona","Maresme",2017,214,686,"10.000-50.000",38409,21.43
"08009","Argentona",12850,"Barcelona","Maresme",2018,203,755,"10.000-50.000",40828,22.19
"08009","Argentona",12850,"Barcelona","Maresme",2019,848,754,"10.000-50.000",42230,21.43
"08009","Argentona",12850,"Barcelona","Maresme",2020,549,777,"10.000-50.000",43092,21.64
"08009","Argentona",12850,"Barcelona","Maresme",2021,590,732,"10.000-50.000",44369,19.8
"08009","Argentona",12850,"Barcelona","Maresme",2022,566,800,"10.000-50.000",46865,20.48
"08009","Argentona",12850,"Barcelona","Maresme",2023,522,829,"10.000-50.000",NA,NA
"08009","Argentona",12850,"Barcelona","Maresme",2024,496,900,"10.000-50.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2007,24,412,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2008,59,543,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2009,43,476,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2010,57,399,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2011,52,466,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2012,104,379,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2013,98,315,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2014,107,310,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2015,90,308,"5.000-10.000",31541,11.72
"08010","Artés",6051,"Barcelona","Bages",2016,93,324,"5.000-10.000",33360,11.65
"08010","Artés",6051,"Barcelona","Bages",2017,137,338,"5.000-10.000",34473,11.77
"08010","Artés",6051,"Barcelona","Bages",2018,108,378,"5.000-10.000",35378,12.82
"08010","Artés",6051,"Barcelona","Bages",2019,271,378,"5.000-10.000",36393,12.46
"08010","Artés",6051,"Barcelona","Bages",2020,330,372,"5.000-10.000",35975,12.41
"08010","Artés",6051,"Barcelona","Bages",2021,423,424,"5.000-10.000",37276,13.65
"08010","Artés",6051,"Barcelona","Bages",2022,439,428,"5.000-10.000",38690,13.27
"08010","Artés",6051,"Barcelona","Bages",2023,277,496,"5.000-10.000",NA,NA
"08010","Artés",6051,"Barcelona","Bages",2024,318,499,"5.000-10.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2008,6,828,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2009,11,368,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2010,23,380,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2011,23,378,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2012,24,394,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2013,26,357,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2014,16,381,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2015,15,305,"1.000-5.000",31996,11.44
"08011","Avià",2242,"Barcelona","Berguedà",2016,35,388,"1.000-5.000",33172,14.04
"08011","Avià",2242,"Barcelona","Berguedà",2017,25,325,"1.000-5.000",33650,11.59
"08011","Avià",2242,"Barcelona","Berguedà",2018,18,442,"1.000-5.000",35240,15.05
"08011","Avià",2242,"Barcelona","Berguedà",2019,97,378,"1.000-5.000",37072,12.24
"08011","Avià",2242,"Barcelona","Berguedà",2020,34,417,"1.000-5.000",37911,13.2
"08011","Avià",2242,"Barcelona","Berguedà",2021,142,425,"1.000-5.000",39236,13
"08011","Avià",2242,"Barcelona","Berguedà",2022,95,488,"1.000-5.000",40144,14.59
"08011","Avià",2242,"Barcelona","Berguedà",2023,73,486,"1.000-5.000",NA,NA
"08011","Avià",2242,"Barcelona","Berguedà",2024,104,530,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2007,12,283,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2008,21,396,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2009,34,394,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2010,31,365,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2011,36,345,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2012,22,377,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2013,29,320,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2014,20,320,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2015,24,295,"1.000-5.000",31937,11.08
"08012","Avinyó",2311,"Barcelona","Bages",2016,34,296,"1.000-5.000",32940,10.78
"08012","Avinyó",2311,"Barcelona","Bages",2017,39,339,"1.000-5.000",32965,12.34
"08012","Avinyó",2311,"Barcelona","Bages",2018,37,345,"1.000-5.000",34702,11.93
"08012","Avinyó",2311,"Barcelona","Bages",2019,84,411,"1.000-5.000",37346,13.21
"08012","Avinyó",2311,"Barcelona","Bages",2020,134,463,"1.000-5.000",37021,15.01
"08012","Avinyó",2311,"Barcelona","Bages",2021,100,444,"1.000-5.000",37523,14.2
"08012","Avinyó",2311,"Barcelona","Bages",2022,90,423,"1.000-5.000",38647,13.13
"08012","Avinyó",2311,"Barcelona","Bages",2023,76,416,"1.000-5.000",NA,NA
"08012","Avinyó",2311,"Barcelona","Bages",2024,87,475,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2008,6,560,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2009,14,530,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2010,17,521,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2011,23,462,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2012,18,474,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2013,17,407,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2014,19,545,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2015,20,453,"1.000-5.000",32078,16.95
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2016,15,438,"1.000-5.000",33852,15.53
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2017,16,495,"1.000-5.000",34044,17.45
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2018,22,630,"1.000-5.000",35782,21.13
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2019,43,466,"1.000-5.000",36176,15.46
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2020,22,653,"1.000-5.000",35792,21.89
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2021,32,637,"1.000-5.000",37436,20.42
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2022,29,570,"1.000-5.000",39864,17.16
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2023,28,640,"1.000-5.000",NA,NA
"08013","Avinyonet del Penedès",1745,"Barcelona","Alt Penedès",2024,42,619,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2007,13,489,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2008,19,516,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2009,23,618,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2010,39,494,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2011,45,530,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2012,44,405,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2013,56,412,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2014,55,422,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2015,53,418,"1.000-5.000",32721,15.33
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2016,60,443,"1.000-5.000",33503,15.87
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2017,67,470,"1.000-5.000",34366,16.41
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2018,65,523,"1.000-5.000",35917,17.47
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2019,232,512,"1.000-5.000",37613,16.33
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2020,227,598,"1.000-5.000",38551,18.61
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2021,179,596,"1.000-5.000",38897,18.39
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2022,229,602,"1.000-5.000",41015,17.61
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2023,245,647,"1.000-5.000",NA,NA
"08014","Aiguafreda",2582,"Barcelona","Vallès Oriental",2024,196,665,"1.000-5.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2007,1579,636,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2008,2094,698,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2009,2569,669,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2010,2549,631,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2011,2898,620,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2012,3241,580,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2013,3563,541,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2014,3417,538,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2015,3031,549,"> 100.000",29062,22.67
"08015","Badalona",226219,"Barcelona","Barcelonès",2016,3133,580,"> 100.000",29847,23.32
"08015","Badalona",226219,"Barcelona","Barcelonès",2017,3352,638,"> 100.000",30705,24.93
"08015","Badalona",226219,"Barcelona","Barcelonès",2018,3769,689,"> 100.000",32249,25.64
"08015","Badalona",226219,"Barcelona","Barcelonès",2019,11647,718,"> 100.000",33689,25.58
"08015","Badalona",226219,"Barcelona","Barcelonès",2020,9603,735,"> 100.000",33689,26.18
"08015","Badalona",226219,"Barcelona","Barcelonès",2021,11657,731,"> 100.000",35126,24.97
"08015","Badalona",226219,"Barcelona","Barcelonès",2022,11908,801,"> 100.000",36335,26.45
"08015","Badalona",226219,"Barcelona","Barcelonès",2023,10037,848,"> 100.000",NA,NA
"08015","Badalona",226219,"Barcelona","Barcelonès",2024,8865,884,"> 100.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2007,7,339,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2008,8,414,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2009,14,592,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2010,25,344,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2011,20,376,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2012,16,329,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2013,12,287,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2014,16,314,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2015,19,321,"1.000-5.000",31453,12.25
"08016","Bagà",2181,"Barcelona","Berguedà",2016,16,281,"1.000-5.000",31798,10.6
"08016","Bagà",2181,"Barcelona","Berguedà",2017,21,335,"1.000-5.000",32747,12.28
"08016","Bagà",2181,"Barcelona","Berguedà",2018,25,342,"1.000-5.000",33009,12.43
"08016","Bagà",2181,"Barcelona","Berguedà",2019,84,342,"1.000-5.000",33916,12.1
"08016","Bagà",2181,"Barcelona","Berguedà",2020,71,354,"1.000-5.000",34981,12.14
"08016","Bagà",2181,"Barcelona","Berguedà",2021,68,372,"1.000-5.000",35505,12.57
"08016","Bagà",2181,"Barcelona","Berguedà",2022,87,428,"1.000-5.000",36788,13.96
"08016","Bagà",2181,"Barcelona","Berguedà",2023,116,485,"1.000-5.000",NA,NA
"08016","Bagà",2181,"Barcelona","Berguedà",2024,124,495,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2007,9,607,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2008,13,533,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2009,22,506,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2010,26,447,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2011,54,466,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2012,58,391,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2013,43,401,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2014,62,376,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2015,55,359,"1.000-5.000",29300,14.7
"08017","Balenyà",3999,"Barcelona","Osona",2016,56,414,"1.000-5.000",29956,16.58
"08017","Balenyà",3999,"Barcelona","Osona",2017,60,453,"1.000-5.000",31361,17.33
"08017","Balenyà",3999,"Barcelona","Osona",2018,73,474,"1.000-5.000",32468,17.52
"08017","Balenyà",3999,"Barcelona","Osona",2019,182,500,"1.000-5.000",33694,17.81
"08017","Balenyà",3999,"Barcelona","Osona",2020,247,495,"1.000-5.000",34478,17.23
"08017","Balenyà",3999,"Barcelona","Osona",2021,233,514,"1.000-5.000",35227,17.51
"08017","Balenyà",3999,"Barcelona","Osona",2022,190,541,"1.000-5.000",36592,17.74
"08017","Balenyà",3999,"Barcelona","Osona",2023,192,552,"1.000-5.000",NA,NA
"08017","Balenyà",3999,"Barcelona","Osona",2024,233,542,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2007,17,412,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2008,18,426,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2009,19,439,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2010,20,378,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2011,26,403,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2012,29,382,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2013,23,318,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2014,31,322,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2015,25,341,"1.000-5.000",30387,13.47
"08018","Balsareny",3325,"Barcelona","Bages",2016,29,315,"1.000-5.000",31557,11.98
"08018","Balsareny",3325,"Barcelona","Bages",2017,20,396,"1.000-5.000",32231,14.74
"08018","Balsareny",3325,"Barcelona","Bages",2018,35,375,"1.000-5.000",33096,13.6
"08018","Balsareny",3325,"Barcelona","Bages",2019,143,382,"1.000-5.000",34042,13.47
"08018","Balsareny",3325,"Barcelona","Bages",2020,98,411,"1.000-5.000",34113,14.46
"08018","Balsareny",3325,"Barcelona","Bages",2021,117,437,"1.000-5.000",35397,14.81
"08018","Balsareny",3325,"Barcelona","Bages",2022,131,432,"1.000-5.000",36866,14.06
"08018","Balsareny",3325,"Barcelona","Bages",2023,89,505,"1.000-5.000",NA,NA
"08018","Balsareny",3325,"Barcelona","Bages",2024,146,513,"1.000-5.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2007,24162,766,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2008,27414,813,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2009,32177,793,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2010,36873,762,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2011,38156,753,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2012,41047,720,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2013,44819,682,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2014,44411,688,"> 100.000",NA,NA
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2015,40623,735,"> 100.000",36477,24.18
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2016,42182,801,"> 100.000",37371,25.72
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2017,49953,877,"> 100.000",37881,27.78
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2018,53524,930,"> 100.000",39558,28.21
"08019","Barcelona",1686208,"Barcelona","Barcelonès",2019,165779,974,"> 100.000",41046,28.48
