ANY,PROVINCIA,COMARCA,CDMUN,MUNICIPI,SECTOR,CONSUM [kWh PCS],OBSERVACIONS
2023,BARCELONA,BAIX LLOBREGAT,08001,ABRERA,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAIX LLOBREGAT,08001,ABRERA,DOMÈSTIC,13202801,
2023,BARCELONA,BAIX LLOBREGAT,08001,ABRERA,INDUSTRIAL,12695603,
2023,BARCELONA,MARESME,08003,ALELLA,DOMÈSTIC,22684546,
2023,BARCELONA,MARESME,08003,ALELLA,SERVEIS,3453132,
2023,BARCELONA,VALLES ORIENTAL,08005,"AMETLLA DEL VALLES, L'",SERVEIS,1702158,
2023,BARCELONA,VALLES ORIENTAL,08005,"AMETLLA DEL VALLES, L'",DOMÈSTIC,9610839,
2023,BARCELONA,MARESME,08006,ARENYS DE MAR,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08006,ARENYS DE MAR,DOMÈSTIC,22403992,
2023,BARCELONA,MARESME,08006,ARENYS DE MAR,SERVEIS,6468620,
2023,BARCELONA,MARESME,08007,ARENYS DE MUNT,DOMÈSTIC,11750469,
2023,BARCELONA,MARESME,08007,ARENYS DE MUNT,SERVEIS,4287812,
2023,BARCELONA,MARESME,08007,ARENYS DE MUNT,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08009,ARGENTONA,SERVEIS,2102682,
2023,BARCELONA,MARESME,08009,ARGENTONA,DOMÈSTIC,17928400,
2023,BARCELONA,MARESME,08009,ARGENTONA,INDUSTRIAL,19746604,
2023,BARCELONA,BAGES,08010,ARTES,INDUSTRIAL,15312451,
2023,BARCELONA,BAGES,08010,ARTES,DOMÈSTIC,6687684,
2023,BARCELONA,BAGES,08010,ARTES,SERVEIS,1492672,
2023,BARCELONA,BERGUEDA,08011,AVIA,DOMÈSTIC,2293753,
2023,BARCELONA,BERGUEDA,08011,AVIA,SERVEIS,574154,
2023,BARCELONA,ALT PENEDES,08013,AVINYONET DEL PENEDES,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08014,AIGUAFREDA,SERVEIS,1047407,
2023,BARCELONA,VALLES ORIENTAL,08014,AIGUAFREDA,DOMÈSTIC,6059133,
2023,BARCELONA,BARCELONES,08015,BADALONA,SERVEIS,53716469,Inclou el consum del sector transport.
2023,BARCELONA,BARCELONES,08015,BADALONA,INDUSTRIAL,18690985,
2023,BARCELONA,BARCELONES,08015,BADALONA,DOMÈSTIC,184821532,
2023,BARCELONA,BERGUEDA,08016,BAGA,DOMÈSTIC,2266654,
2023,BARCELONA,BERGUEDA,08016,BAGA,SERVEIS,293846,
2023,BARCELONA,OSONA,08017,BALENYA,DOMÈSTIC,6207069,
2023,BARCELONA,OSONA,08017,BALENYA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08017,BALENYA,SERVEIS,2857837,
2023,BARCELONA,BAGES,08018,BALSARENY,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08018,BALSARENY,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08018,BALSARENY,DOMÈSTIC,5641900,
2023,BARCELONA,BARCELONES,08019,BARCELONA,CT RO,,Dades subjectes a secret estadístic. Inclou el consum de centrals tèrmiques de l'antic règim ordinari.
2023,BARCELONA,BARCELONES,08019,BARCELONA,SERVEIS,1294714869,Inclou el consum del sector transport.
2023,BARCELONA,BARCELONES,08019,BARCELONA,INDUSTRIAL,915061722,
2023,BARCELONA,BARCELONES,08019,BARCELONA,DOMÈSTIC,1809951156,
2023,BARCELONA,BAIX LLOBREGAT,08020,BEGUES,SERVEIS,816762,
2023,BARCELONA,BAIX LLOBREGAT,08020,BEGUES,DOMÈSTIC,6932159,
2023,BARCELONA,BERGUEDA,08022,BERGA,SERVEIS,7112167,
2023,BARCELONA,BERGUEDA,08022,BERGA,DOMÈSTIC,28858842,
2023,BARCELONA,BERGUEDA,08022,BERGA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08023,BIGUES I RIELLS DEL FAI,DOMÈSTIC,311388,
2023,BARCELONA,ANOIA,08028,CABRERA D'ANOIA,DOMÈSTIC,571645,
2023,BARCELONA,MARESME,08029,CABRERA DE MAR,SERVEIS,9280874,
2023,BARCELONA,MARESME,08029,CABRERA DE MAR,DOMÈSTIC,9038839,
2023,BARCELONA,MARESME,08029,CABRERA DE MAR,INDUSTRIAL,25606163,
2023,BARCELONA,MARESME,08030,CABRILS,SERVEIS,2064170,
2023,BARCELONA,MARESME,08030,CABRILS,DOMÈSTIC,19957922,
2023,BARCELONA,ANOIA,08031,CALAF,DOMÈSTIC,5977067,
2023,BARCELONA,ANOIA,08031,CALAF,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08031,CALAF,SERVEIS,1513726,
2023,BARCELONA,MARESME,08032,CALDES D'ESTRAC,DOMÈSTIC,5775471,
2023,BARCELONA,MARESME,08032,CALDES D'ESTRAC,SERVEIS,614693,
2023,BARCELONA,VALLES ORIENTAL,08033,CALDES DE MONTBUI,SERVEIS,4312816,
2023,BARCELONA,VALLES ORIENTAL,08033,CALDES DE MONTBUI,INDUSTRIAL,11671586,
2023,BARCELONA,VALLES ORIENTAL,08033,CALDES DE MONTBUI,DOMÈSTIC,17917844,
2023,BARCELONA,MARESME,08035,CALELLA,SERVEIS,20446183,
2023,BARCELONA,MARESME,08035,CALELLA,DOMÈSTIC,19066041,
2023,BARCELONA,ANOIA,08036,CALONGE DE SEGARRA,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08037,CALLDETENES,SERVEIS,933276,
2023,BARCELONA,OSONA,08037,CALLDETENES,DOMÈSTIC,3991163,
2023,BARCELONA,BAGES,08038,CALLUS,DOMÈSTIC,2894247,
2023,BARCELONA,BAGES,08038,CALLUS,SERVEIS,534830,
2023,BARCELONA,MARESME,08040,CANET DE MAR,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08040,CANET DE MAR,DOMÈSTIC,17524530,
2023,BARCELONA,MARESME,08040,CANET DE MAR,SERVEIS,3676901,
2023,BARCELONA,VALLES ORIENTAL,08041,CANOVELLES,DOMÈSTIC,16410779,
2023,BARCELONA,VALLES ORIENTAL,08041,CANOVELLES,SERVEIS,3323946,
2023,BARCELONA,VALLES ORIENTAL,08041,CANOVELLES,INDUSTRIAL,24079821,
2023,BARCELONA,ANOIA,08044,CAPELLADES,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08044,CAPELLADES,SERVEIS,1253702,
2023,BARCELONA,ANOIA,08044,CAPELLADES,DOMÈSTIC,9146790,
2023,BARCELONA,VALLES ORIENTAL,08046,CARDEDEU,SERVEIS,3178335,
2023,BARCELONA,VALLES ORIENTAL,08046,CARDEDEU,INDUSTRIAL,8738272,
2023,BARCELONA,VALLES ORIENTAL,08046,CARDEDEU,DOMÈSTIC,26430211,
2023,BARCELONA,BAGES,08047,CARDONA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08047,CARDONA,DOMÈSTIC,4522195,
2023,BARCELONA,BAGES,08047,CARDONA,SERVEIS,514993,
2023,BARCELONA,BERGUEDA,08049,CASSERRES,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES OCCIDENTAL,08051,CASTELLAR DEL VALLES,SERVEIS,6233631,
2023,BARCELONA,VALLES OCCIDENTAL,08051,CASTELLAR DEL VALLES,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES OCCIDENTAL,08051,CASTELLAR DEL VALLES,DOMÈSTIC,37892038,
2023,BARCELONA,BAGES,08053,CASTELLBELL I EL VILAR,DOMÈSTIC,3455849,
2023,BARCELONA,BAGES,08053,CASTELLBELL I EL VILAR,SERVEIS,642301,
2023,BARCELONA,VALLES OCCIDENTAL,08054,CASTELLBISBAL,INDUSTRIAL,1247964764,
2023,BARCELONA,VALLES OCCIDENTAL,08054,CASTELLBISBAL,DOMÈSTIC,15215903,
2023,BARCELONA,VALLES OCCIDENTAL,08054,CASTELLBISBAL,SERVEIS,8712959,
2023,BARCELONA,BAIX LLOBREGAT,08056,CASTELLDEFELS,DOMÈSTIC,76989356,
2023,BARCELONA,BAIX LLOBREGAT,08056,CASTELLDEFELS,SERVEIS,32332883,Inclou el consum del sector transport.
2023,BARCELONA,ALT PENEDES,08058,CASTELLET I LA GORNAL,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,ALT PENEDES,08058,CASTELLET I LA GORNAL,INDUSTRIAL,70758816,
2023,BARCELONA,ALT PENEDES,08058,CASTELLET I LA GORNAL,DOMÈSTIC,1327843,
2023,BARCELONA,BAGES,08061,CASTELLGALI,DOMÈSTIC,1671635,
2023,BARCELONA,BAGES,08061,CASTELLGALI,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08061,CASTELLGALI,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MOIANES,08064,CASTELLTERÇOL,SERVEIS,589340,
2023,BARCELONA,MOIANES,08064,CASTELLTERÇOL,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MOIANES,08064,CASTELLTERÇOL,DOMÈSTIC,3901774,
2023,BARCELONA,BAIX LLOBREGAT,08066,CASTELLVI DE ROSANES,DOMÈSTIC,618493,
2023,BARCELONA,OSONA,08067,CENTELLES,SERVEIS,5098827,
2023,BARCELONA,OSONA,08067,CENTELLES,DOMÈSTIC,13540197,
2023,BARCELONA,OSONA,08067,CENTELLES,INDUSTRIAL,18046030,
2023,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,DOMÈSTIC,12203151,
2023,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,SERVEIS,2214287,
2023,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,DOMÈSTIC,6720275,
2023,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,SERVEIS,1240789,
2023,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,SERVEIS,1752016,
2023,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,DOMÈSTIC,12754588,
2023,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,SERVEIS,48932890,Inclou el consum del sector transport.
2023,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,DOMÈSTIC,69857850,
2023,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,INDUSTRIAL,23603555,
2023,BARCELONA,GARRAF,08074,CUBELLES,DOMÈSTIC,17340782,
2023,BARCELONA,GARRAF,08074,CUBELLES,SERVEIS,1555773,
2023,BARCELONA,MARESME,08075,DOSRIUS,DOMÈSTIC,2464891,
2023,BARCELONA,MARESME,08075,DOSRIUS,INDUSTRIAL,33470301,
2023,BARCELONA,MARESME,08075,DOSRIUS,SERVEIS,798595,
2023,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,SERVEIS,4358529,
2023,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,DOMÈSTIC,26418528,
2023,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,INDUSTRIAL,20724200,
2023,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,SERVEIS,36509628,
2023,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,DOMÈSTIC,48480980,
2023,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,DOMÈSTIC,1701638,
2023,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",INDUSTRIAL,111592087,
2023,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",DOMÈSTIC,23774039,
2023,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",SERVEIS,14796906,
2023,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",SERVEIS,5551795,
2023,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",DOMÈSTIC,27776584,
2023,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAIX LLOBREGAT,08089,GAVA,INDUSTRIAL,31739167,
2023,BARCELONA,BAIX LLOBREGAT,08089,GAVA,DOMÈSTIC,46945943,
2023,BARCELONA,BAIX LLOBREGAT,08089,GAVA,SERVEIS,12762120,
2023,BARCELONA,ALT PENEDES,08091,GELIDA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ALT PENEDES,08091,GELIDA,DOMÈSTIC,5709842,
2023,BARCELONA,ALT PENEDES,08091,GELIDA,SERVEIS,466875,
2023,BARCELONA,BERGUEDA,08092,GIRONELLA,DOMÈSTIC,8932351,
2023,BARCELONA,BERGUEDA,08092,GIRONELLA,SERVEIS,1169975,
2023,BARCELONA,ALT PENEDES,08094,"GRANADA, LA",DOMÈSTIC,2087643,
2023,BARCELONA,ALT PENEDES,08094,"GRANADA, LA",SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,INDUSTRIAL,145446570,
2023,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,SERVEIS,28098716,
2023,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,DOMÈSTIC,80954025,
2023,BARCELONA,VALLES ORIENTAL,08097,GUALBA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,DOMÈSTIC,2976260,
2023,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,DOMÈSTIC,532403,
2023,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08100,GURB,INDUSTRIAL,90517343,
2023,BARCELONA,OSONA,08100,GURB,SERVEIS,1070522,
2023,BARCELONA,OSONA,08100,GURB,DOMÈSTIC,3806965,
2023,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",SERVEIS,121518189,Inclou el consum del sector transport.
2023,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",DOMÈSTIC,176128695,
2023,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",INDUSTRIAL,10239980,
2023,BARCELONA,ANOIA,08102,IGUALADA,SERVEIS,31412808,Inclou el consum del sector transport.
2023,BARCELONA,ANOIA,08102,IGUALADA,DOMÈSTIC,63996103,
2023,BARCELONA,ANOIA,08102,IGUALADA,INDUSTRIAL,41280267,
2023,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",INDUSTRIAL,23725707,
2023,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",DOMÈSTIC,12518987,
2023,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",SERVEIS,2031230,
2023,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,DOMÈSTIC,13455632,
2023,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,SERVEIS,5063568,
2023,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,INDUSTRIAL,34534311,
2023,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,SERVEIS,4591145,
2023,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,DOMÈSTIC,11883605,
2023,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,SERVEIS,815017,
2023,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,INDUSTRIAL,35233489,
2023,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,DOMÈSTIC,6298846,
2023,BARCELONA,MARESME,08110,MALGRAT DE MAR,DOMÈSTIC,25870682,
2023,BARCELONA,MARESME,08110,MALGRAT DE MAR,SERVEIS,11352310,
2023,BARCELONA,MARESME,08110,MALGRAT DE MAR,INDUSTRIAL,53762856,
2023,BARCELONA,OSONA,08112,MANLLEU,INDUSTRIAL,13190413,
2023,BARCELONA,OSONA,08112,MANLLEU,SERVEIS,5509128,
2023,BARCELONA,OSONA,08112,MANLLEU,DOMÈSTIC,26753068,
2023,BARCELONA,BAGES,08113,MANRESA,INDUSTRIAL,36060334,
2023,BARCELONA,BAGES,08113,MANRESA,DOMÈSTIC,138436350,
2023,BARCELONA,BAGES,08113,MANRESA,SERVEIS,52885453,
2023,BARCELONA,BAIX LLOBREGAT,08114,MARTORELL,SERVEIS,15160066,
2023,BARCELONA,BAIX LLOBREGAT,08114,MARTORELL,INDUSTRIAL,1322369047,
2023,BARCELONA,BAIX LLOBREGAT,08114,MARTORELL,DOMÈSTIC,32717882,
2023,BARCELONA,VALLES ORIENTAL,08115,MARTORELLES,INDUSTRIAL,77453377,
2023,BARCELONA,VALLES ORIENTAL,08115,MARTORELLES,SERVEIS,438817,
2023,BARCELONA,VALLES ORIENTAL,08115,MARTORELLES,DOMÈSTIC,6256541,
2023,BARCELONA,OSONA,08116,"MASIES DE RODA, LES",DOMÈSTIC,145582,
2023,BARCELONA,OSONA,08117,"MASIES DE VOLTREGA, LES",SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08117,"MASIES DE VOLTREGA, LES",INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08117,"MASIES DE VOLTREGA, LES",DOMÈSTIC,3841359,
2023,BARCELONA,MARESME,08118,"MASNOU, EL",SERVEIS,4781150,
2023,BARCELONA,MARESME,08118,"MASNOU, EL",DOMÈSTIC,33156698,
2023,BARCELONA,MARESME,08118,"MASNOU, EL",PRIMARI,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08118,"MASNOU, EL",INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08119,MASQUEFA,SERVEIS,1323131,
2023,BARCELONA,ANOIA,08119,MASQUEFA,DOMÈSTIC,7442458,
2023,BARCELONA,VALLES OCCIDENTAL,08120,MATADEPERA,DOMÈSTIC,27486801,
2023,BARCELONA,VALLES OCCIDENTAL,08120,MATADEPERA,SERVEIS,5379777,
2023,BARCELONA,MARESME,08121,MATARO,SERVEIS,34351981,Inclou el consum del sector transport.
2023,BARCELONA,MARESME,08121,MATARO,PRIMARI,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08121,MATARO,INDUSTRIAL,38519344,
2023,BARCELONA,MARESME,08121,MATARO,DOMÈSTIC,103121644,
2023,BARCELONA,ALT PENEDES,08122,MEDIONA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ALT PENEDES,08122,MEDIONA,DOMÈSTIC,2778603,
2023,BARCELONA,ALT PENEDES,08122,MEDIONA,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAIX LLOBREGAT,08123,MOLINS DE REI,SERVEIS,7606408,
2023,BARCELONA,BAIX LLOBREGAT,08123,MOLINS DE REI,DOMÈSTIC,28689162,
2023,BARCELONA,BAIX LLOBREGAT,08123,MOLINS DE REI,INDUSTRIAL,4992954,
2023,BARCELONA,VALLES ORIENTAL,08124,MOLLET DEL VALLES,SERVEIS,12742086,
2023,BARCELONA,VALLES ORIENTAL,08124,MOLLET DEL VALLES,DOMÈSTIC,60134409,
2023,BARCELONA,VALLES ORIENTAL,08124,MOLLET DEL VALLES,INDUSTRIAL,154819692,
2023,BARCELONA,VALLES OCCIDENTAL,08125,MONTCADA I REIXAC,INDUSTRIAL,56928155,
2023,BARCELONA,VALLES OCCIDENTAL,08125,MONTCADA I REIXAC,DOMÈSTIC,44575064,
2023,BARCELONA,VALLES OCCIDENTAL,08125,MONTCADA I REIXAC,SERVEIS,13797428,
2023,BARCELONA,MARESME,08126,MONTGAT,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08126,MONTGAT,SERVEIS,2584997,
2023,BARCELONA,MARESME,08126,MONTGAT,DOMÈSTIC,13266323,
2023,BARCELONA,BAGES,08127,MONISTROL DE MONTSERRAT,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08131,MONTESQUIU,DOMÈSTIC,2322621,
2023,BARCELONA,OSONA,08131,MONTESQUIU,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08134,FIGARO-MONTMANY,SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08134,FIGARO-MONTMANY,DOMÈSTIC,2417126,
2023,BARCELONA,VALLES ORIENTAL,08135,MONTMELO,SERVEIS,2047921,
2023,BARCELONA,VALLES ORIENTAL,08135,MONTMELO,DOMÈSTIC,12016373,
2023,BARCELONA,VALLES ORIENTAL,08135,MONTMELO,INDUSTRIAL,179803890,Inclou el consum del sector energètic.
2023,BARCELONA,VALLES ORIENTAL,08136,MONTORNES DEL VALLES,INDUSTRIAL,74567050,
2023,BARCELONA,VALLES ORIENTAL,08136,MONTORNES DEL VALLES,DOMÈSTIC,21616554,
2023,BARCELONA,VALLES ORIENTAL,08136,MONTORNES DEL VALLES,SERVEIS,19314728,
2023,BARCELONA,MOIANES,08138,MOIA,DOMÈSTIC,4304665,
2023,BARCELONA,MOIANES,08138,MOIA,SERVEIS,1300822,
2023,BARCELONA,MOIANES,08138,MOIA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,BAGES,08140,NAVARCLES,SERVEIS,1968088,
2023,BARCELONA,BAGES,08140,NAVARCLES,DOMÈSTIC,9664198,
2023,BARCELONA,BAGES,08141,NAVAS,DOMÈSTIC,10918767,
2023,BARCELONA,BAGES,08141,NAVAS,SERVEIS,1035122,
2023,BARCELONA,BAGES,08141,NAVAS,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08143,ODENA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08143,ODENA,DOMÈSTIC,3371817,
2023,BARCELONA,ANOIA,08143,ODENA,SERVEIS,600521,
2023,BARCELONA,ALT PENEDES,08145,OLERDOLA,SERVEIS,3877795,
2023,BARCELONA,ALT PENEDES,08145,OLERDOLA,DOMÈSTIC,2919667,
2023,BARCELONA,ALT PENEDES,08145,OLERDOLA,INDUSTRIAL,29876863,
2023,BARCELONA,BAIX LLOBREGAT,08147,OLESA DE MONTSERRAT,SERVEIS,9786349,
2023,BARCELONA,BAIX LLOBREGAT,08147,OLESA DE MONTSERRAT,INDUSTRIAL,184696179,
2023,BARCELONA,BAIX LLOBREGAT,08147,OLESA DE MONTSERRAT,DOMÈSTIC,30119066,
2023,BARCELONA,OSONA,08150,ORIS,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,OSONA,08150,ORIS,DOMÈSTIC,,Dades subjectes a secret estadístic.
2023,BARCELONA,ALT PENEDES,08154,PACS DEL PENEDES,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08155,PALAFOLLS,SERVEIS,13612584,
2023,BARCELONA,MARESME,08155,PALAFOLLS,INDUSTRIAL,97048449,
2023,BARCELONA,MARESME,08155,PALAFOLLS,PRIMARI,,Dades subjectes a secret estadístic.
2023,BARCELONA,MARESME,08155,PALAFOLLS,DOMÈSTIC,9293144,
2023,BARCELONA,VALLES OCCIDENTAL,08156,PALAU-SOLITA I PLEGAMANS,DOMÈSTIC,20543991,
2023,BARCELONA,VALLES OCCIDENTAL,08156,PALAU-SOLITA I PLEGAMANS,SERVEIS,6225157,
2023,BARCELONA,VALLES OCCIDENTAL,08156,PALAU-SOLITA I PLEGAMANS,INDUSTRIAL,42308339,
2023,BARCELONA,BAIX LLOBREGAT,08157,PALLEJA,SERVEIS,3549160,
2023,BARCELONA,BAIX LLOBREGAT,08157,PALLEJA,DOMÈSTIC,14350763,
2023,BARCELONA,BAIX LLOBREGAT,08158,"PAPIOL, EL",SERVEIS,3177594,
2023,BARCELONA,BAIX LLOBREGAT,08158,"PAPIOL, EL",DOMÈSTIC,6403393,
2023,BARCELONA,BAIX LLOBREGAT,08158,"PAPIOL, EL",INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,VALLES ORIENTAL,08159,PARETS DEL VALLES,DOMÈSTIC,27116501,
2023,BARCELONA,VALLES ORIENTAL,08159,PARETS DEL VALLES,INDUSTRIAL,236703062,
2023,BARCELONA,VALLES ORIENTAL,08159,PARETS DEL VALLES,SERVEIS,26726007,
2023,BARCELONA,ANOIA,08161,PIERA,SERVEIS,2622592,
2023,BARCELONA,ANOIA,08161,PIERA,INDUSTRIAL,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08161,PIERA,DOMÈSTIC,10219791,
2023,BARCELONA,ANOIA,08162,"HOSTALETS DE PIEROLA, ELS",SERVEIS,,Dades subjectes a secret estadístic.
2023,BARCELONA,ANOIA,08162,"HOSTALETS DE PIEROLA, ELS",DOMÈSTIC,1803959,
2023,BARCELONA,MARESME,08163,PINEDA DE MAR,SERVEIS,8389460,
2023,BARCELONA,MARESME,08163,PINEDA DE MAR,INDUSTRIAL,23441765,
2023,BARCELONA,MARESME,08163,PINEDA DE MAR,DOMÈSTIC,27472532,
2023,BARCELONA,ANOIA,08165,"POBLA DE CLARAMUNT, LA",INDUSTRIAL,957908564,Inclou el consum del sector energètic.
2023,BARCELONA,ANOIA,08165,"POBLA DE CLARAMUNT, LA",DOMÈSTIC,2528371,
2023,BARCELONA,ANOIA,08165,"POBLA DE CLARAMUNT, LA",SERVEIS,779482,
2023,BARCELONA,VALLES OCCIDENTAL,08167,POLINYA,INDUSTRIAL,33919963,
2023,BARCELONA,VALLES OCCIDENTAL,08167,POLINYA,DOMÈSTIC,11288334,
2023,BARCELONA,VALLES OCCIDENTAL,08167,POLINYA,SERVEIS,5531720,
2023,BARCELONA,BAIX LLOBREGAT,08169,"PRAT DE LLOBREGAT, EL",DOMÈSTIC,53769109,
2023,BARCELONA,BAIX LLOBREGAT,08169,"PRAT DE LLOBREGAT, EL",SERVEIS,60389457,Inclou el consum del sector transport.
2023,BARCELONA,BAIX LLOBREGAT,08169,"PRAT DE LLOBREGAT, EL",INDUSTRIAL,494109343,
2023,BARCELONA,LLUÇANES,08171,PRATS DE LLUÇANES,DOMÈSTIC,1678174,
2023,BARCELONA,LLUÇANES,08171,PRATS DE LLUÇANES,SERVEIS,535072,
